"word","2013-2016","year","proportion"
"crises",NA,"2017-2020",2.25048835597325e-06
"crisi",NA,"2017-2020",9.00195342389298e-06
"crisis",4.27592787634917e-05,"2017-2020",0.00024980420751303
"crisjensen",2.25048835597325e-06,"2017-2020",NA
"crisp",NA,"2017-2020",2.25048835597325e-06
"crispy",2.25048835597325e-06,"2017-2020",NA
"criss",2.25048835597325e-06,"2017-2020",NA
"crist",NA,"2017-2020",2.25048835597325e-06
"cristaly",2.25048835597325e-06,"2017-2020",NA
"crisxtina",2.25048835597325e-06,"2017-2020",NA
"critcal",NA,"2017-2020",2.25048835597325e-06
"criteria",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"critic",1.35029301358395e-05,"2017-2020",2.25048835597325e-06
"critical",3.15068369836254e-05,"2017-2020",0.000148532231494234
"criticalracetheory",NA,"2017-2020",2.25048835597325e-06
"criticising",2.25048835597325e-06,"2017-2020",NA
"criticism",6.75146506791974e-06,"2017-2020",1.8003906847786e-05
"criticize",1.12524417798662e-05,"2017-2020",3.37573253395987e-05
"criticized",2.25048835597325e-05,"2017-2020",2.02543952037592e-05
"criticizes",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"criticizing",1.57534184918127e-05,"2017-2020",6.75146506791974e-06
"critics",2.02543952037592e-05,"2017-2020",1.8003906847786e-05
"critique",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"critiques",2.25048835597325e-06,"2017-2020",NA
"crl",NA,"2017-2020",2.25048835597325e-06
"crm",NA,"2017-2020",2.25048835597325e-06
"crmm",NA,"2017-2020",2.25048835597325e-06
"crnij",NA,"2017-2020",2.25048835597325e-06
"crock",NA,"2017-2020",2.25048835597325e-06
"crocked",2.25048835597325e-06,"2017-2020",NA
"crocodile",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"crocus",9.00195342389298e-06,"2017-2020",NA
"crocuscityhall",2.25048835597325e-06,"2017-2020",NA
"cromo",2.25048835597325e-06,"2017-2020",NA
"cronies",1.57534184918127e-05,"2017-2020",4.50097671194649e-06
"cronin",2.25048835597325e-06,"2017-2020",NA
"cronkitesays",NA,"2017-2020",2.25048835597325e-06
"crony",2.25048835597325e-06,"2017-2020",NA
"cronyism",4.50097671194649e-06,"2017-2020",NA
"croo",NA,"2017-2020",2.25048835597325e-06
"crook",2.02543952037592e-05,"2017-2020",2.25048835597325e-06
"crooked",0.000531115252009686,"2017-2020",0.000497357926670087
"crooked's",1.12524417798662e-05,"2017-2020",NA
"crookedhillary",9.22700225949031e-05,"2017-2020",2.25048835597325e-06
"crookedhillary's",4.50097671194649e-06,"2017-2020",NA
"crookedjournalism",NA,"2017-2020",2.25048835597325e-06
"crookedly",NA,"2017-2020",2.25048835597325e-06
"crooks",NA,"2017-2020",4.50097671194649e-06
"crop",NA,"2017-2020",4.50097671194649e-06
"crosby",NA,"2017-2020",2.25048835597325e-06
"cross",3.60078136955719e-05,"2017-2020",4.05087904075184e-05
"crossbowdave",2.25048835597325e-06,"2017-2020",NA
"crosse",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"crossed",NA,"2017-2020",6.75146506791974e-06
"crosses",NA,"2017-2020",6.75146506791974e-06
"crossfire",4.50097671194649e-06,"2017-2020",1.8003906847786e-05
"crosshairs",2.25048835597325e-06,"2017-2020",NA
"crossing",1.35029301358395e-05,"2017-2020",2.02543952037592e-05
"crossingbroad",2.25048835597325e-06,"2017-2020",NA
"crossings",NA,"2017-2020",2.47553719157057e-05
"crossover",2.25048835597325e-06,"2017-2020",NA
"crossroads",4.50097671194649e-06,"2017-2020",NA
"crouch",2.25048835597325e-06,"2017-2020",NA
"crovatto",NA,"2017-2020",2.25048835597325e-06
"crow",NA,"2017-2020",9.00195342389298e-06
"crowd",0.000411839369143104,"2017-2020",0.000252054695869004
"crowded",4.50097671194649e-06,"2017-2020",1.35029301358395e-05
"crowdfunded",2.25048835597325e-06,"2017-2020",NA
"crowdfunding",1.35029301358395e-05,"2017-2020",NA
"crowds",9.67709993068496e-05,"2017-2020",8.32680691710101e-05
"crowebar",2.25048835597325e-06,"2017-2020",NA
"crowhogan",2.25048835597325e-06,"2017-2020",NA
"crowley",NA,"2017-2020",2.25048835597325e-06
"crowleycnn",2.25048835597325e-06,"2017-2020",NA
"crown",2.47553719157057e-05,"2017-2020",1.57534184918127e-05
"crowned",1.12524417798662e-05,"2017-2020",NA
"crowning",4.50097671194649e-06,"2017-2020",NA
"crozier",NA,"2017-2020",2.25048835597325e-06
"crp",2.25048835597325e-06,"2017-2020",NA
"crpietschmann",2.25048835597325e-06,"2017-2020",NA
"crr",2.25048835597325e-06,"2017-2020",NA
"crroussos",2.25048835597325e-06,"2017-2020",NA
"crrsrjeefl",NA,"2017-2020",2.25048835597325e-06
"crs",2.25048835597325e-06,"2017-2020",NA
"crstin",2.25048835597325e-06,"2017-2020",NA
"crtk",NA,"2017-2020",2.25048835597325e-06
"crucial",1.35029301358395e-05,"2017-2020",1.35029301358395e-05
"crucified",2.25048835597325e-06,"2017-2020",NA
"crude",1.35029301358395e-05,"2017-2020",4.50097671194649e-06
"crudely",NA,"2017-2020",2.25048835597325e-06
"cruebabe",4.50097671194649e-06,"2017-2020",NA
"cruel",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"cruelty",NA,"2017-2020",4.50097671194649e-06
"cruise",6.75146506791974e-06,"2017-2020",1.12524417798662e-05
"cruiser",NA,"2017-2020",2.25048835597325e-06
"cruises",NA,"2017-2020",6.75146506791974e-06
"cruising",2.25048835597325e-06,"2017-2020",NA
"crumble",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"crumbling",1.12524417798662e-05,"2017-2020",1.57534184918127e-05
"crumbs",NA,"2017-2020",2.25048835597325e-06
"crummy",NA,"2017-2020",2.25048835597325e-06
"crunch",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"crus",NA,"2017-2020",2.25048835597325e-06
"crusade",9.00195342389298e-06,"2017-2020",4.50097671194649e-06
"crush",1.12524417798662e-05,"2017-2020",9.00195342389298e-06
"crushed",1.12524417798662e-05,"2017-2020",9.00195342389298e-06
"crushes",NA,"2017-2020",2.25048835597325e-06
"crushing",6.75146506791974e-06,"2017-2020",2.25048835597325e-05
"crushingit",2.25048835597325e-06,"2017-2020",NA
"crutches",NA,"2017-2020",2.25048835597325e-06
"crutnnrp",NA,"2017-2020",2.25048835597325e-06
"cruz",0.000555870623925392,"2017-2020",5.85126972553044e-05
"cruz's",9.00195342389298e-06,"2017-2020",NA
"cruzcrew",2.25048835597325e-06,"2017-2020",NA
"cruze",NA,"2017-2020",2.25048835597325e-06
"cruzfraud",2.25048835597325e-06,"2017-2020",NA
"cry",2.25048835597325e-05,"2017-2020",9.00195342389298e-06
"cryin",NA,"2017-2020",9.67709993068496e-05
"crying",9.00195342389298e-06,"2017-2020",1.57534184918127e-05
"crypto",NA,"2017-2020",2.25048835597325e-06
"cryptocurrencies",NA,"2017-2020",2.25048835597325e-06
"cryptohio",2.25048835597325e-06,"2017-2020",NA
"crysta",2.25048835597325e-06,"2017-2020",NA
"crystal",4.50097671194649e-06,"2017-2020",1.35029301358395e-05
"crystallee",2.25048835597325e-06,"2017-2020",NA
"crystalprebola",2.25048835597325e-06,"2017-2020",NA
"crz",2.25048835597325e-06,"2017-2020",NA
"crzvjkkwy",2.25048835597325e-06,"2017-2020",NA
"cs",1.12524417798662e-05,"2017-2020",4.50097671194649e-06
"cschlechta",4.50097671194649e-06,"2017-2020",NA
"csdgkcfyrl",2.25048835597325e-06,"2017-2020",NA
"cshanton",2.25048835597325e-06,"2017-2020",NA
"csi",2.25048835597325e-06,"2017-2020",NA
"csif",2.25048835597325e-06,"2017-2020",NA
"csjsy",NA,"2017-2020",2.25048835597325e-06
"csn",2.25048835597325e-06,"2017-2020",NA
"cspan",2.92563486276522e-05,"2017-2020",3.15068369836254e-05
"cspanpolitics",6.75146506791974e-06,"2017-2020",NA
"cspsg",NA,"2017-2020",2.25048835597325e-06
"cst",2.25048835597325e-06,"2017-2020",NA
"cstace",4.50097671194649e-06,"2017-2020",NA
"cstearlyoften",2.25048835597325e-06,"2017-2020",NA
"cstevechristyjr",2.25048835597325e-06,"2017-2020",NA
"csumc",NA,"2017-2020",2.25048835597325e-06
"csuvjpbw",NA,"2017-2020",2.25048835597325e-06
"csvnslfro",NA,"2017-2020",2.25048835597325e-06
"cswuszg",2.25048835597325e-06,"2017-2020",NA
"cszbffq",NA,"2017-2020",2.25048835597325e-06
"ct",9.00195342389298e-06,"2017-2020",1.12524417798662e-05
"cta",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"ctapougt",NA,"2017-2020",2.25048835597325e-06
"ctb",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"ctgyrlnawv",2.25048835597325e-06,"2017-2020",NA
"cthwilrn",NA,"2017-2020",2.25048835597325e-06
"cties",2.25048835597325e-06,"2017-2020",NA
"ctmfanyro",2.25048835597325e-06,"2017-2020",NA
"ctmommy",2.25048835597325e-06,"2017-2020",NA
"ctnllwl",2.25048835597325e-06,"2017-2020",NA
"ctobin",1.12524417798662e-05,"2017-2020",NA
"ctormes",2.25048835597325e-06,"2017-2020",NA
"ctprimary",2.25048835597325e-06,"2017-2020",NA
"ctrain",4.50097671194649e-06,"2017-2020",NA
"ctrenwith",4.50097671194649e-06,"2017-2020",NA
"ctsa",2.25048835597325e-06,"2017-2020",NA
"ctumbert",2.25048835597325e-06,"2017-2020",NA
"cturner",2.25048835597325e-06,"2017-2020",NA
"ctuwzq",NA,"2017-2020",2.25048835597325e-06
"ctvdlukfhv",NA,"2017-2020",2.25048835597325e-06
"ctwilki",2.25048835597325e-06,"2017-2020",NA
"ctxhnskvip",2.25048835597325e-06,"2017-2020",NA
"cu",2.25048835597325e-06,"2017-2020",1.12524417798662e-05
"cuba",1.57534184918127e-05,"2017-2020",2.47553719157057e-05
"cuban",5.85126972553044e-05,"2017-2020",2.47553719157057e-05
"cuban's",2.25048835597325e-06,"2017-2020",NA
"cubans",NA,"2017-2020",4.50097671194649e-06
"cubic",NA,"2017-2020",2.25048835597325e-06
"cubs",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"cuccinelli",NA,"2017-2020",2.25048835597325e-06
"cuddlyanimal",NA,"2017-2020",2.25048835597325e-06
"cudgel",NA,"2017-2020",2.25048835597325e-06
"cues",2.25048835597325e-06,"2017-2020",NA
"cueto",NA,"2017-2020",2.25048835597325e-06
"cuff",9.00195342389298e-06,"2017-2020",NA
"cuffed",2.25048835597325e-06,"2017-2020",NA
"cufflinks",2.47553719157057e-05,"2017-2020",NA
"cuffs",2.25048835597325e-06,"2017-2020",NA
"cug",NA,"2017-2020",2.25048835597325e-06
"cuglkdh",2.25048835597325e-06,"2017-2020",NA
"cugnmv",NA,"2017-2020",2.25048835597325e-06
"cuipevmmw",NA,"2017-2020",2.25048835597325e-06
"cuiymvmqfv",NA,"2017-2020",2.25048835597325e-06
"cujhikzfgr",NA,"2017-2020",2.25048835597325e-06
"cull",2.25048835597325e-06,"2017-2020",NA
"cullen",NA,"2017-2020",2.25048835597325e-06
"cullenthadude",2.25048835597325e-06,"2017-2020",NA
"culminating",NA,"2017-2020",6.75146506791974e-06
"culmination",NA,"2017-2020",4.50097671194649e-06
"culprit",NA,"2017-2020",2.25048835597325e-06
"culprits",2.25048835597325e-06,"2017-2020",NA
"culshq",NA,"2017-2020",2.25048835597325e-06
"cult",NA,"2017-2020",2.25048835597325e-06
"cultivate",4.50097671194649e-06,"2017-2020",NA
"cultivated",2.25048835597325e-06,"2017-2020",NA
"cultural",NA,"2017-2020",1.12524417798662e-05
"culture",9.00195342389298e-06,"2017-2020",4.27592787634917e-05
"cultures",NA,"2017-2020",2.25048835597325e-06
"culzeancastle",2.25048835597325e-06,"2017-2020",NA
"cumming",NA,"2017-2020",2.25048835597325e-06
"cummings",NA,"2017-2020",3.37573253395987e-05
"cumulative",NA,"2017-2020",2.25048835597325e-06
"cun",2.25048835597325e-06,"2017-2020",NA
"cuna",NA,"2017-2020",2.25048835597325e-06
"cuneytgkn",2.25048835597325e-06,"2017-2020",NA
"cunning",4.50097671194649e-06,"2017-2020",NA
"cunningham",NA,"2017-2020",4.50097671194649e-06
"cunninghamny",4.50097671194649e-06,"2017-2020",NA
"cuntry",2.25048835597325e-06,"2017-2020",NA
"cunty",2.25048835597325e-06,"2017-2020",NA
"cuomo",3.15068369836254e-05,"2017-2020",0.000157534184918127
"cuomo's",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"cup",2.02543952037592e-05,"2017-2020",3.37573253395987e-05
"cuqxbek",NA,"2017-2020",2.25048835597325e-06
"cur",NA,"2017-2020",2.25048835597325e-06
"curate",NA,"2017-2020",2.25048835597325e-06
"curb",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"curbing",NA,"2017-2020",4.50097671194649e-06
"cure",1.12524417798662e-05,"2017-2020",2.7005860271679e-05
"cured",NA,"2017-2020",2.25048835597325e-06
"curehdsaorg",4.50097671194649e-06,"2017-2020",NA
"cures",NA,"2017-2020",1.8003906847786e-05
"curetivity",NA,"2017-2020",2.25048835597325e-06
"curfew",NA,"2017-2020",4.50097671194649e-06
"curiel",4.50097671194649e-06,"2017-2020",NA
"curiosity",2.25048835597325e-06,"2017-2020",NA
"curious",9.00195342389298e-06,"2017-2020",2.25048835597325e-06
"curost",NA,"2017-2020",2.25048835597325e-06
"currencies",NA,"2017-2020",1.8003906847786e-05
"currency",3.15068369836254e-05,"2017-2020",6.52641623232241e-05
"current",5.40117205433579e-05,"2017-2020",7.87670924590636e-05
"currentlyfeed",2.25048835597325e-06,"2017-2020",NA
"curriculum",2.25048835597325e-06,"2017-2020",NA
"curriculums",2.25048835597325e-06,"2017-2020",NA
"currrently",2.25048835597325e-06,"2017-2020",NA
"curry",NA,"2017-2020",2.25048835597325e-06
"curryslap",2.25048835597325e-06,"2017-2020",NA
"curse",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"cursing",NA,"2017-2020",2.25048835597325e-06
"cursrtgq",NA,"2017-2020",2.25048835597325e-06
"curt",NA,"2017-2020",6.75146506791974e-06
"curtain",2.25048835597325e-06,"2017-2020",NA
"curtandkaren",2.25048835597325e-06,"2017-2020",NA
"curtis",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"curtiscraven",2.25048835597325e-06,"2017-2020",NA
"curtishouck",NA,"2017-2020",2.25048835597325e-06
"curtismuddog",6.75146506791974e-06,"2017-2020",NA
"curtisut",NA,"2017-2020",2.25048835597325e-06
"curtisvincent",NA,"2017-2020",2.25048835597325e-06
"curve",2.25048835597325e-06,"2017-2020",1.35029301358395e-05
"curved",NA,"2017-2020",2.25048835597325e-06
"cuse",2.25048835597325e-06,"2017-2020",NA
"cushy",NA,"2017-2020",2.25048835597325e-06
"cusp",NA,"2017-2020",4.50097671194649e-06
"custodians",NA,"2017-2020",2.25048835597325e-06
"custody",NA,"2017-2020",1.12524417798662e-05
"custom",NA,"2017-2020",2.25048835597325e-06
"customary",NA,"2017-2020",2.25048835597325e-06
"customer",1.57534184918127e-05,"2017-2020",NA
"customers",1.57534184918127e-05,"2017-2020",1.8003906847786e-05
"customized",NA,"2017-2020",2.25048835597325e-06
"customs",2.25048835597325e-06,"2017-2020",9.00195342389298e-06
"customsborder",NA,"2017-2020",4.50097671194649e-06
"customwww",2.25048835597325e-06,"2017-2020",NA
"custserv",2.25048835597325e-06,"2017-2020",NA
"cut",0.000105772952730743,"2017-2020",0.000348825695175853
"cute",9.90214876628228e-05,"2017-2020",1.35029301358395e-05
"cutest",2.25048835597325e-06,"2017-2020",NA
"cuting",NA,"2017-2020",2.25048835597325e-06
"cutler",NA,"2017-2020",2.25048835597325e-06
"cutro",NA,"2017-2020",2.25048835597325e-06
"cuts",2.92563486276522e-05,"2017-2020",0.000416340345855051
"cutter",4.50097671194649e-06,"2017-2020",1.57534184918127e-05
"cutting",3.82583020515452e-05,"2017-2020",0.000112524417798662
"cuutl",NA,"2017-2020",2.25048835597325e-06
"cuy",2.25048835597325e-06,"2017-2020",NA
"cuyanbzj",NA,"2017-2020",2.25048835597325e-06
"cuz",1.57534184918127e-05,"2017-2020",NA
"cuzwlvgua",NA,"2017-2020",2.25048835597325e-06
"cv",9.00195342389298e-06,"2017-2020",2.25048835597325e-06
"cvc",NA,"2017-2020",4.50097671194649e-06
"cvcbbovvfp",NA,"2017-2020",2.25048835597325e-06
"cvergara",2.25048835597325e-06,"2017-2020",NA
"cvey",2.25048835597325e-06,"2017-2020",NA
"cvgxldvl",NA,"2017-2020",2.25048835597325e-06
"cvj",NA,"2017-2020",2.25048835597325e-06
"cvjvfcogot",2.25048835597325e-06,"2017-2020",NA
"cvnkl",2.25048835597325e-06,"2017-2020",NA
"cvnmhnmuh",NA,"2017-2020",2.25048835597325e-06
"cvombvcet",2.25048835597325e-06,"2017-2020",NA
"cvpayne",6.75146506791974e-06,"2017-2020",3.15068369836254e-05
"cvshealth",NA,"2017-2020",4.50097671194649e-06
"cvspharmacy",NA,"2017-2020",2.25048835597325e-06
"cvtkcg",NA,"2017-2020",2.25048835597325e-06
"cvu",2.25048835597325e-06,"2017-2020",NA
"cvv",2.25048835597325e-06,"2017-2020",NA
"cvw",NA,"2017-2020",2.25048835597325e-06
"cvwxoa",NA,"2017-2020",2.25048835597325e-06
"cvx",NA,"2017-2020",2.25048835597325e-06
"cvybnieq",NA,"2017-2020",2.25048835597325e-06
"cvztyhmsgo",NA,"2017-2020",2.25048835597325e-06
"cw",NA,"2017-2020",4.50097671194649e-06
"cwaunion",2.25048835597325e-06,"2017-2020",NA
"cwavj",NA,"2017-2020",2.25048835597325e-06
"cwbmustang",2.25048835597325e-06,"2017-2020",NA
"cwbyfn",2.25048835597325e-06,"2017-2020",NA
"cwdqnisyh",2.25048835597325e-06,"2017-2020",NA
"cwdzc",NA,"2017-2020",2.25048835597325e-06
"cwelliott",NA,"2017-2020",2.25048835597325e-06
"cwfeceussq",2.25048835597325e-06,"2017-2020",NA
"cwicupwszf",2.25048835597325e-06,"2017-2020",NA
"cwide",2.25048835597325e-06,"2017-2020",NA
"cwilliams",2.25048835597325e-06,"2017-2020",NA
"cwisecwise",6.75146506791974e-06,"2017-2020",NA
"cwjaccount",2.25048835597325e-06,"2017-2020",NA
"cwlvkhk",NA,"2017-2020",2.25048835597325e-06
"cwnbfe",NA,"2017-2020",2.25048835597325e-06
"cwnjs",2.25048835597325e-06,"2017-2020",NA
"cwo",2.25048835597325e-06,"2017-2020",NA
"cwp",2.25048835597325e-06,"2017-2020",NA
"cwpffbxab",2.25048835597325e-06,"2017-2020",NA
"cwqkragqfx",2.25048835597325e-06,"2017-2020",NA
"cwqzlibv",2.25048835597325e-06,"2017-2020",NA
"cwx",2.25048835597325e-06,"2017-2020",NA
"cwxs",NA,"2017-2020",2.25048835597325e-06
"cwymtt",NA,"2017-2020",2.25048835597325e-06
"cx",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"cxb",NA,"2017-2020",2.25048835597325e-06
"cxdqmyaqd",NA,"2017-2020",2.25048835597325e-06
"cxhgyaxiek",NA,"2017-2020",2.25048835597325e-06
"cxk",NA,"2017-2020",4.50097671194649e-06
"cxlha",2.25048835597325e-06,"2017-2020",NA
"cxodpnimgz",NA,"2017-2020",2.25048835597325e-06
"cxqth",2.25048835597325e-06,"2017-2020",NA
"cxryik",NA,"2017-2020",2.25048835597325e-06
"cxvtro",2.25048835597325e-06,"2017-2020",NA
"cxvx",2.25048835597325e-06,"2017-2020",NA
"cxxnyhsvx",2.25048835597325e-06,"2017-2020",NA
"cxyc",2.25048835597325e-06,"2017-2020",NA
"cyarlhsefu",2.25048835597325e-06,"2017-2020",NA
"cyber",9.00195342389298e-06,"2017-2020",1.57534184918127e-05
"cyberattack",2.25048835597325e-06,"2017-2020",NA
"cyberciety",2.25048835597325e-06,"2017-2020",NA
"cybergenica",NA,"2017-2020",6.75146506791974e-06
"cybergolfnews",2.25048835597325e-06,"2017-2020",NA
"cyberpunksamuri",2.25048835597325e-06,"2017-2020",NA
"cybersecurity",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"cycick",2.25048835597325e-06,"2017-2020",NA
"cycle",1.8003906847786e-05,"2017-2020",2.25048835597325e-05
"cycles",2.25048835597325e-06,"2017-2020",NA
"cyclical",4.50097671194649e-06,"2017-2020",NA
"cyclone",NA,"2017-2020",1.12524417798662e-05
"cycphnr",NA,"2017-2020",2.25048835597325e-06
"cyg",NA,"2017-2020",2.25048835597325e-06
"cyhrbbapv",2.25048835597325e-06,"2017-2020",NA
"cykncrrsre",2.25048835597325e-06,"2017-2020",NA
"cykqghagcx",NA,"2017-2020",2.25048835597325e-06
"cylinders",NA,"2017-2020",2.25048835597325e-06
"cylindrical",2.25048835597325e-06,"2017-2020",NA
"cynical",4.50097671194649e-06,"2017-2020",NA
"cynlanjoh",2.25048835597325e-06,"2017-2020",NA
"cynstweet",2.25048835597325e-06,"2017-2020",NA
"cynthia",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"cynthialummis",2.25048835597325e-06,"2017-2020",NA
"cynthiamlummis",NA,"2017-2020",2.25048835597325e-06
"cynthiawebster",2.25048835597325e-06,"2017-2020",NA
"cypjbisml",NA,"2017-2020",2.25048835597325e-06
"cyprus",6.75146506791974e-06,"2017-2020",NA
"cypx",2.25048835597325e-06,"2017-2020",NA
"cyraqakhy",NA,"2017-2020",2.25048835597325e-06
"cyrcfwxjg",2.25048835597325e-06,"2017-2020",NA
"cyrjl",NA,"2017-2020",2.25048835597325e-06
"cyrus",4.50097671194649e-06,"2017-2020",NA
"cystic",2.25048835597325e-06,"2017-2020",NA
"cysybybd",NA,"2017-2020",2.25048835597325e-06
"cz",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"czaavvzmrq",NA,"2017-2020",2.25048835597325e-06
"czar",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"czcjdbmvw",NA,"2017-2020",2.25048835597325e-06
"czcubee",NA,"2017-2020",2.25048835597325e-06
"czech",2.25048835597325e-06,"2017-2020",NA
"czhzn",2.25048835597325e-06,"2017-2020",NA
"czitqk",NA,"2017-2020",2.25048835597325e-06
"czkkrgxlsi",NA,"2017-2020",2.25048835597325e-06
"czl",NA,"2017-2020",2.25048835597325e-06
"czldabgzw",NA,"2017-2020",2.25048835597325e-06
"czlnrrftw",2.25048835597325e-06,"2017-2020",NA
"czo",NA,"2017-2020",2.25048835597325e-06
